Start,End,Value
0.0,1.0,0.004160651341025501
0.0,2.0,0.004143340321443923
0.0,3.0,0.0041261013269791825
0.0,4.0,0.004108934057959879
0.0,5.0,0.0044877467592657925
0.0,6.0,0.004467268192724574
0.0,7.0,0.00444688307434567
0.0,8.0,0.004426590977704748
0.0,9.0,0.004974603857732313
0.0,10.0,0.004948976422913454
0.0,11.0,0.004923481011756011
0.0,12.0,0.0048981169441198414
0.0,13.0,0.005462428490014606
0.0,14.0,0.005430883373774715
0.0,15.0,0.005399520428223266
0.0,16.0,0.005368338601338148
0.0,17.0,0.0060501514044759685
0.0,18.0,0.00601054601934556
0.0,19.0,0.005971199898227977
0.0,20.0,0.005932111343934111
0.0,21.0,0.006688684670358902
0.0,22.0,0.006638989696728627
0.0,23.0,0.006589663942238709
0.0,24.0,0.006540704663698769
0.0,25.0,0.0074098418301261
0.0,26.0,0.007347006513829923
0.0,27.0,0.007284704039808188
0.0,28.0,0.0072229298895686534
0.0,29.0,0.008195642750276313
0.0,30.0,0.008116109996551001
0.0,31.0,0.008037349050371219
0.0,32.0,0.00795935242190593
0.0,33.0,0.0090503264985879
0.0,34.0,0.008949482779327545
0.0,35.0,0.008849762716292836
0.0,36.0,0.008751153789087633
0.0,37.0,0.009957563400626906
0.0,38.0,0.009829892546886593
0.0,39.0,0.009703858624415404
0.0,40.0,0.009579440645306537
0.0,41.0,0.01090153550062288
0.0,42.0,0.010740404839877364
0.0,43.0,0.010581655778479093
0.0,44.0,0.01042525311508635
0.0,45.0,0.011852182855349521
0.0,46.0,0.011650035709110338
0.0,47.0,0.011451336321755013
0.0,48.0,0.011256025889379843
0.0,49.0,0.012770818363192613
0.0,50.0,0.012519402468330875
0.0,51.0,0.012272936135070555
0.0,52.0,0.012031321922635046
0.0,53.0,0.013606165934101182
0.0,54.0,0.013297159652117512
0.0,55.0,0.012995171135665135
0.0,56.0,0.012700041006000237
0.0,57.0,0.014298435602350876
0.0,58.0,0.013924341940911985
0.0,59.0,0.01356003578850001
0.0,60.0,0.013205261071989882
0.0,61.0,0.014782949777376635
0.0,62.0,0.014338338083438214
0.0,63.0,0.01390709852167664
0.0,64.0,0.01348882891211916
0.0,65.0,0.014998108606032665
0.0,66.0,0.01448100114174848
0.0,67.0,0.013981722600873398
0.0,68.0,0.013499658274605326
1.0,2.0,0.004160651341025501
1.0,3.0,0.004143340321443923
1.0,4.0,0.0041261013269791825
1.0,5.0,0.0045064967208908934
1.0,6.0,0.004485932594188334
1.0,7.0,0.004465462306077751
1.0,8.0,0.004445085428353198
1.0,9.0,0.004995387925202249
1.0,10.0,0.004969653418071786
1.0,11.0,0.004944051486202176
1.0,12.0,0.004918581446611629
1.0,13.0,0.005485250705719218
1.0,14.0,0.005453573792889482
1.0,15.0,0.005422079811863644
1.0,16.0,0.005390767706224206
1.0,17.0,0.006075429146903337
1.0,18.0,0.006035658289100076
1.0,19.0,0.005996147778523679
1.0,20.0,0.005956895910894122
1.0,21.0,0.006716630226919708
1.0,22.0,0.006666727625965853
1.0,23.0,0.0066171957867627315
1.0,24.0,0.006568031954658819
1.0,25.0,0.007440800406314937
1.0,26.0,0.007377702561887727
1.0,27.0,0.0073151397859684665
